sequence name, Evalue, hit name
SRR9598210.2726711,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2730641,1.59322e-70,gi|1487192113|emb|LR025196.1| Escherichia phage vB_Eco_SLUR63 genome assembly, complete genome: monopartite
SRR9598210.2733764,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2733440,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2735458,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2737622,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2740731,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2743757,3.4244e-72,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2743419,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2743791,3.4244e-72,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2745848,7.36027e-74,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2746954,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2748354,1.23163e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.2748114,4.36751e-81,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2752632,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1803358,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1807517,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1810190,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1813615,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1814886,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1816874,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1818376,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1824053,7.33023e-74,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1825992,9.54957e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1828708,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1741168,2.63642e-73,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1747889,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1750862,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1756485,1.58672e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1761453,1.22661e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1762034,1.22661e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1763528,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1549966,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1553280,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1556209,4.41166e-71,gi|1487192291|emb|LR025198.1| Escherichia phage vB_Eco_SLUR26 genome assembly, complete genome: monopartite
SRR9598210.1557780,1.58672e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1559225,1.58672e-70,gi|971767067|ref|NC_029028.1| Enterobacteria phage JenP1, complete genome
SRR9598210.1560836,1.58672e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1565456,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1631492,1.23531e-66,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1632845,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1643234,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1644251,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1645688,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1645727,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1646470,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1648629,5.73024e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1658761,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1658356,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1664296,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1665785,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1680950,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1840255,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1843075,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1844159,7.41253e-69,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1848651,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1850167,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1865133,1.24038e-66,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1790291,9.52111e-73,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1790331,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1793466,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1796220,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1765664,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1767776,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1767706,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1767958,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1770608,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1782212,4.42974e-71,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1700479,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1576351,3.4244e-72,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1576817,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1578596,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1578338,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1578991,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1586287,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1707919,2.66602e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1709767,4.42974e-71,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1709823,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1723935,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1725681,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1730488,2.05255e-69,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1731986,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1733768,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1733027,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1737619,1.58672e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1738501,1.22661e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1721391,5.70684e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1721240,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1714710,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1614933,1.22661e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1712393,9.48225e-73,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1694720,4.41166e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1695160,3.41042e-72,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1696844,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1698949,1.58672e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
